IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,DISAGGR_1,UNIT,VALUE
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Cambodia,HIV on TPT,Number,868
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Cambodia,,Number,731
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Cambodia,HIV on TPT,Number,631
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Cambodia,,Number,1877
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Cambodia,HIV on TPT,Number,754
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Cambodia,,Number,2410
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Cambodia,,Number,2088
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Cambodia,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cambodia,HIV on TPT,Number,7275
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cambodia,,Number,3778
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cambodia,,Number,10671
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Cambodia,HIV on TPT,Number,5489
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Cambodia,,Number,1207
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Cambodia,,Number,10688
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cambodia,HIV on TPT,Number,9778
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cambodia,,Number,1273
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cambodia,,Number,13614
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cambodia,HIV on TPT,Number,5800
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cambodia,,Number,1295
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cambodia,,Number,15231
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Cameroon,,Number,298
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Cameroon,,Number,89
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Cameroon,,Number,2444
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Cameroon,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Cameroon,HIV on TPT,Number,6359
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Cameroon,,Number,2933
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cameroon,,Number,4319
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cameroon,,Number,2159
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Cameroon,,Number,5439
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Cameroon,,Number,14143
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cameroon,HIV on TPT,Number,59746
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cameroon,,Number,790
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cameroon,,Number,24
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cameroon,,Number,10989
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cameroon,,Number,19
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Cayman Islands,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Cayman Islands,,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Cayman Islands,,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Cayman Islands,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Cayman Islands,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Central African Republic,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Central African Republic,HIV on TPT,Number,56
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Central African Republic,HIV on TPT,Number,56
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Central African Republic,,Number,1449
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Central African Republic,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Central African Republic,,Number,2775
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Central African Republic,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Central African Republic,,Number,2105
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Central African Republic,,Number,516
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Central African Republic,HIV on TPT,Number,990
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Central African Republic,,Number,2216
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Central African Republic,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Chad,,Number,308
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Chad,,Number,25
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Chad,,Number,386
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Chad,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Chad,,Number,660
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Chad,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Chad,HIV on TPT,Number,3723
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Chad,,Number,1243
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Chad,,Number,82
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Chad,HIV on TPT,Number,6178
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Chad,,Number,1445
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Chad,,Number,366
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Chile,,Number,1170
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Chile,HIV on TPT,Number,294
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Chile,HIV on TPT,Number,197
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Chile,HIV on TPT,Number,85
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Chile,HIV on TPT,Number,125
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Chile,HIV on TPT,Number,122
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Chile,HIV on TPT,Number,113
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,China,,Number,425
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,China,,Number,7258
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,China,,Number,65
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,China,,Number,7487
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,"China, Hong Kong SAR",,Number,19
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,"China, Hong Kong SAR",,Number,11
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,"China, Hong Kong SAR",,Number,8
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,"China, Hong Kong SAR",,Number,173
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,"China, Hong Kong SAR",,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,"China, Hong Kong SAR",,Number,238
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,"China, Hong Kong SAR",,Number,7
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,"China, Hong Kong SAR",,Number,353
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,"China, Hong Kong SAR",,Number,15
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,"China, Hong Kong SAR",,Number,328
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,"China, Hong Kong SAR",,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,"China, Hong Kong SAR",,Number,307
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,"China, Hong Kong SAR",,Number,5
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,"China, Hong Kong SAR",,Number,285
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,"China, Hong Kong SAR",,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,"China, Hong Kong SAR",,Number,192
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,"China, Macao SAR",,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,"China, Macao SAR",,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,"China, Macao SAR",,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,"China, Macao SAR",,Number,52
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,"China, Macao SAR",,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,"China, Macao SAR",,Number,38
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,"China, Macao SAR",,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,"China, Macao SAR",,Number,49
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,"China, Macao SAR",,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Azerbaijan,HIV on TPT,Number,1273
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Azerbaijan,,Number,429
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Azerbaijan,,Number,4423
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Azerbaijan,HIV on TPT,Number,1349
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Azerbaijan,,Number,463
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Azerbaijan,,Number,6248
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Bahamas,,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bahamas,,Number,18
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bahamas,,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bahamas,,Number,7
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bahamas,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bahamas,,Number,37
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bahamas,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bahamas,,Number,65
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bahamas,,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bahamas,,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bahamas,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bahamas,,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bahamas,,Number,14
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bahamas,HIV on TPT,Number,2
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bahamas,,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bahamas,,Number,17
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bahamas,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bahamas,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bahamas,,Number,3
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bahrain,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bahrain,,Number,17
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bahrain,,Number,44
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bahrain,HIV on TPT,Number,5
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bahrain,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bahrain,,Number,56
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bahrain,,Number,26
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bahrain,,Number,88
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bahrain,,Number,14
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bahrain,,Number,84
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bahrain,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bahrain,,Number,111
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bahrain,,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bahrain,,Number,27
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bahrain,,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bahrain,,Number,51
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Bangladesh,,Number,9833
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bangladesh,,Number,8537
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bangladesh,,Number,11394
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bangladesh,,Number,23748
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bangladesh,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bangladesh,,Number,29880
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bangladesh,,Number,1627
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bangladesh,,Number,24069
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bangladesh,,Number,364
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bangladesh,,Number,25661
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bangladesh,,Number,12228
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bangladesh,,Number,13439
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bangladesh,,Number,140510
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bangladesh,HIV on TPT,Number,91
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bangladesh,,Number,6620
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bangladesh,,Number,159024
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Barbados,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Belarus,HIV on TPT,Number,227
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Belarus,,Number,438
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Belarus,HIV on TPT,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Belarus,,Number,1418
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Belarus,HIV on TPT,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Belarus,,Number,1166
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Belarus,HIV on TPT,Number,276
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Belarus,HIV on TPT,Number,1682
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Belarus,,Number,85
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Belarus,,Number,31
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Belarus,HIV on TPT,Number,1385
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Belarus,,Number,44
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Belarus,,Number,19
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Belarus,HIV on TPT,Number,1128
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Belarus,,Number,30
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Belarus,,Number,14
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Belarus,HIV on TPT,Number,280
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Belarus,,Number,63
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Belarus,,Number,27
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Belarus,HIV on TPT,Number,450
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Belarus,,Number,43
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Belarus,,Number,42
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Belize,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Belize,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Belize,,Number,34
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Belize,,Number,6
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Belize,,Number,33
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Belize,HIV on TPT,Number,146
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Belize,,Number,12
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Belize,,Number,41
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Belize,HIV on TPT,Number,185
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Benin,,Number,1115
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Benin,,Number,1356
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Benin,,Number,1425
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Benin,HIV on TPT,Number,489
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Benin,,Number,1992
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Benin,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Benin,HIV on TPT,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Benin,,Number,2444
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Benin,,Number,91
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Benin,,Number,2021
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Benin,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Benin,,Number,1750
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Benin,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Benin,HIV on TPT,Number,24272
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Benin,,Number,1739
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Benin,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Benin,HIV on TPT,Number,10144
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Benin,,Number,1988
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Benin,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2017,Bermuda,,Number,4
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bermuda,,Number,1
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2022,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2023,Bermuda,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2015,Bhutan,HIV on TPT,Number,6
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2016,Bhutan,,Number,10
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bhutan,,Number,45
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2018,Bhutan,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bhutan,HIV on TPT,Number,48
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bhutan,,Number,49
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2019,Bhutan,,Number,0
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bhutan,,Number,87
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2020,Bhutan,,Number,35
86296A68767F99,TB_prevtx_num,Number of people started on TB preventive treatment,2021,Bhutan,,Number,30
