country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi
Bolivia (Plurinational State of),BOL,AMR,7,2015,Surveillance,1,,R,460,49,,,,8,,,,0,0,,,,,,,,,,,,,,,,,30,,,
Bolivia (Plurinational State of),BOL,AMR,8,2014,Surveillance,1,,R,510,52,,,,28,,,,0,,,,,,,,,,,,,,,,,,35,,,
Bolivia (Plurinational State of),BOL,AMR,9,2012,Surveillance,1,,R,634,71,,,,18,,,,0,0,,,,,,,,,,,,,,,,,56,,,
Bolivia (Plurinational State of),BOL,AMR,10,2011,Surveillance,1,,R,597,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,11,2010,Surveillance,1,,R,664,106,,,,4,,,,,,,,,,,,,,,,,,,,,,56,,,
Bolivia (Plurinational State of),BOL,AMR,12,2009,Surveillance,1,,R,670,60,,,,11,,,,,,,,,,,,,,,,,,,,,,44,,,
Bolivia (Plurinational State of),BOL,AMR,13,1996,Survey,1,,A,107,,4.67,1.53,10.57,,14.02,8.06,22.07,,,,,,,,,,,,,,,,,,,,5.61,2.09,11.81
Brazil,BRA,AMR,1001,2008,Survey,0,"Rio de Janeiro, Rio Grande do Sul, Bahia, FD Brasilia, Santa Catarina, Minas Gerais, Sao Paolo",A,800,,7.5,5.7,9.9,,0.5,0.1,1.3,,,,,,,,,,,,,,,,,,,,7.8,6.0,9.8
Brazil,BRA,AMR,1002,1996,Survey,0,Five States,A,793,,5.42,3.92,7.3,,0.63,0.2,1.47,,,,,,,,,,,,,,,,,,,,5.8,4.25,7.74
Barbados,BRB,AMR,1,2020,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Barbados,BRB,AMR,2,2014,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,1,2024,Surveillance,1,,A,6,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,2,2023,Surveillance,1,,A,11,0,,,,,,,,,,,,,12,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,3,2022,Surveillance,1,,R,0,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,4,2021,Surveillance,1,,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,5,2020,Surveillance,1,,A,16,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,6,2019,Surveillance,1,,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,7,2018,Surveillance,1,,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,8,2017,Surveillance,1,,A,9,0,,,,,,,,,,,,,9,0,,,,2,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,9,2016,Surveillance,1,,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,10,2015,Surveillance,1,,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,11,2014,Surveillance,1,,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,12,2013,Surveillance,1,,A,6,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,13,2012,Surveillance,1,,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,14,2011,Surveillance,1,,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,15,2010,Surveillance,1,,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,16,2009,Surveillance,1,,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Bhutan,BTN,SEA,1,2024,Surveillance,1,,A,36,7,,,,,,,,,,,,,46,7,,,,7,,,,7,,,,,,,
Bhutan,BTN,SEA,2,2023,Surveillance,1,,A,28,4,,,,,,,,,,,,,51,5,,,,6,,,,4,,,,,,,
Bhutan,BTN,SEA,3,2022,Surveillance,1,,A,6,6,,,,,,,,,,,,,45,6,,,,6,,,,6,,,,,,,
Bhutan,BTN,SEA,4,2020,Surveillance,1,,A,36,8,,,,,,,,,,,,,55,18,,,,9,,,,12,,,,,,,
Bhutan,BTN,SEA,5,2019,Surveillance,1,,A,40,5,,,,,,,,,,,,,52,5,,,,6,,,,5,,,,,,,
Bhutan,BTN,SEA,6,2017,Surveillance,1,,A,9,3,,,,,,,,,,,,,9,3,,,,4,,,,3,,,,,,,
Bhutan,BTN,SEA,7,2016,Surveillance,1,,A,33,4,,,,0,,,,5,3,,,,,,,,,,,,,,,,,0,,,
Bhutan,BTN,SEA,8,2011,Survey,1,,R,40,,35.0,20.6,51.7,,2.5,0.1,13.2,,,,,,,,,,,,,,,,,,,,10.0,2.8,23.7
Botswana,BWA,AFR,1,2024,Surveillance,1,,A,13,5,,,,,,,,,,,,,46,14,,,,5,,,,13,,,,,,,
Botswana,BWA,AFR,2,2023,Surveillance,1,,A,0,0,,,,,,,,,,,,,29,0,,,,0,,,,0,,,,,,,
Botswana,BWA,AFR,3,2008,Survey,1,,A,137,,6.6,2.4,10.7,,6.6,2.4,10.7,,,,,,,,,,,,,,,,,,,,3.7,0.5,6.8
Botswana,BWA,AFR,4,2002,Survey,1,,A,106,,10.38,5.3,17.81,,1.89,0.23,6.65,,,,,,,,,,,,,,,,,,,,3.77,1.04,9.38
Botswana,BWA,AFR,5,1999,Survey,1,,A,145,,8.97,4.86,14.84,,4.14,1.53,8.79,,,,,,,,,,,,,,,,,,,,7.59,3.85,13.17
Botswana,BWA,AFR,6,1996,Survey,1,,A,114,,6.14,2.5,12.24,,1.75,0.21,6.19,,,,,,,,,,,,,,,,,,,,4.39,1.44,9.94
Central African Republic,CAF,AFR,1,2024,Surveillance,1,,A,378,83,,,,,,,,,,,,,378,86,,,,374,,,,86,,,,,,,
Central African Republic,CAF,AFR,1001,1998,Survey,0,Bangui and Bimbo,A,33,,18.18,6.98,35.46,,3.03,0.08,15.76,,,,,,,,,,,,,,,,,,,,12.12,3.4,28.2
Canada,CAN,AMR,1,2022,Surveillance,1,,A,24,0,,,,,,,,,,,,,24,0,,,,1,,,,0,,,,,,,
Canada,CAN,AMR,2,2021,Surveillance,1,,A,34,4,,,,,,,,,,,,,34,4,,,,5,,,,4,,,,,,,
Canada,CAN,AMR,3,2015,Surveillance,1,,A,64,4,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Canada,CAN,AMR,4,2014,Surveillance,1,,A,56,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,6,,,
Canada,CAN,AMR,5,2013,Surveillance,1,,A,65,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Canada,CAN,AMR,6,2012,Surveillance,1,,A,63,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Canada,CAN,AMR,7,2010,Surveillance,1,,A,51,0,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Canada,CAN,AMR,8,2009,Surveillance,1,,A,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,9,2008,Surveillance,1,,A,91,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Canada,CAN,AMR,10,2007,pre-2010 TME data collection,1,,A,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,11,2006,Surveillance,1,,A,106,2,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Switzerland,CHE,EUR,1,2021,Surveillance,1,,R,6,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
Switzerland,CHE,EUR,2,2015,Surveillance,1,,A,19,4,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Switzerland,CHE,EUR,3,2014,Surveillance,1,,A,28,4,,,,2,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,4,2013,Surveillance,1,,A,34,8,,,,2,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Switzerland,CHE,EUR,5,2012,Surveillance,1,,A,31,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,6,2011,Surveillance,1,,A,40,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Switzerland,CHE,EUR,7,2010,Surveillance,1,,A,33,3,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,
Switzerland,CHE,EUR,8,2009,Surveillance,1,,A,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,9,2008,Surveillance,1,,A,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Switzerland,CHE,EUR,10,2007,pre-2010 TME data collection,1,,A,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,11,2006,pre-2010 TME data collection,1,,A,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,12,2005,Surveillance,1,,A,30,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,13,2004,Surveillance,1,,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Switzerland,CHE,EUR,14,2003,Surveillance,1,,A,36,2,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Switzerland,CHE,EUR,15,2002,Surveillance,1,,A,45,7,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Switzerland,CHE,EUR,16,2001,Surveillance,1,,A,59,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Switzerland,CHE,EUR,17,2000,Surveillance,1,,A,57,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Switzerland,CHE,EUR,18,1999,Surveillance,1,,A,57,6,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Switzerland,CHE,EUR,19,1997,Surveillance,1,,A,40,5,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,
Chile,CHL,AMR,1,2024,Surveillance,1,,A,353,9,,,,,,,,,,,,,353,19,,,,18,,,,19,,,,,,,
Chile,CHL,AMR,2,2021,Surveillance,1,,A,178,4,,,,,,,,,,,,,179,13,,,,14,,,,13,,,,,,,
Chile,CHL,AMR,3,2020,Surveillance,1,,A,167,3,,,,,,,,,,,,,173,6,,,,6,,,,6,,,,,,,
Chile,CHL,AMR,4,2019,Surveillance,1,,A,203,7,,,,,,,,,,,,,221,18,,,,14,,,,18,,,,,,,
Chile,CHL,AMR,5,2017,Surveillance,1,,A,101,1,,,,,,,,,,,,,101,6,,,,3,,,,6,,,,,,,
Chile,CHL,AMR,6,2015,Surveillance,1,,A,160,5,,,,4,,,,1,0,,,,,,,,,,,,,,,,,6,,,
Chile,CHL,AMR,7,2014,Surveillance,1,,A,179,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,7,,,
Chile,CHL,AMR,8,2013,Surveillance,1,,R,176,8,,,,3,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Chile,CHL,AMR,9,2012,Surveillance,1,,R,172,5,,,,5,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Chile,CHL,AMR,10,2011,Surveillance,1,,R,277,9,,,,9,,,,0,0,,,,,,,,,,,,,,,,,23,,,
Chile,CHL,AMR,11,2010,Surveillance,1,,R,276,8,,,,12,,,,,,,,,,,,,,,,,,,,,,29,,,
Chile,CHL,AMR,12,2009,Surveillance,1,,R,221,20,,,,3,,,,,,,,,,,,,,,,,,,,,,17,,,
Chile,CHL,AMR,13,2008,Surveillance,1,,R,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Chile,CHL,AMR,14,2001,Survey,1,,A,291,,3.78,1.9,6.66,,2.06,0.76,4.43,,,,,,,,,,,,,,,,,,,,7.56,4.8,11.22
Chile,CHL,AMR,15,1997,Survey,1,,A,149,,4.7,1.91,9.44,,1.34,0.16,4.76,,,,,,,,,,,,,,,,,,,,6.04,2.8,11.16
China,CHN,WPR,1,2024,Surveillance,1,,A,16990,2948,,,,,,,,,,,,,35313,5797,,,,4051,,,,3881,,,,,,,
China,CHN,WPR,2,2023,Surveillance,1,,A,14655,2589,,,,,,,,,,,,,33175,6015,,,,3534,,,,3470,,,,,,,
China,CHN,WPR,3,2022,Surveillance,1,,A,13596,2156,,,,,,,,,,,,,27343,5545,,,,3056,,,,2895,,,,,,,
China,CHN,WPR,4,2021,Surveillance,1,,R,21505,3140,,,,,,,,,,,,,33946,6782,,,,4634,,,,4115,,,,,,,
China,CHN,WPR,5,2020,Surveillance,1,,A,29160,5619,,,,,,,,,,,,,36433,6937,,,,8241,,,,6937,,,,,,,
China,CHN,WPR,6,2019,Surveillance,1,,R,29204,4746,,,,,,,,,,,,,35200,8256,,,,6175,,,,5902,,,,,,,
China,CHN,WPR,7,2018,Surveillance,1,,R,34990,4322,,,,,,,,,,,,,34990,7325,,,,5850,,,,7325,,,,,,,
China,CHN,WPR,8,2013,Survey,1,,A,758,,17.51,14.0,21.02,,6.57,4.85,8.29,758,,24.08,20.32,27.84,,,,,,,,,,,,,,,8.2,5.94,10.47
China,CHN,WPR,9,2007,Survey,1,,A,892,,25.6,21.5,29.8,,4.1,2.9,5.7,,,,,,,,,,,,,,,,,,,,13.23,10.95,15.84
Côte d'Ivoire,CIV,AFR,1,2024,Surveillance,1,,A,170,120,,,,,,,,,,,,,1762,170,,,,120,,,,170,,,,,,,
Côte d'Ivoire,CIV,AFR,2,2023,Surveillance,1,,R,25,24,,,,,,,,,,,,,1790,164,,,,24,,,,25,,,,,,,
Côte d'Ivoire,CIV,AFR,3,2023,Survey,1,,A,62,,14.12,6.98,26.49,,,,,,,,,,71,,12.86,6.66,23.38,,18.4,10.42,30.42,,14.44,7.63,25.64,,5.65,1.52,18.81
Côte d'Ivoire,CIV,AFR,4,2022,Surveillance,1,,R,53,51,,,,,,,,,,,,,1811,190,,,,51,,,,51,,,,,,,
Côte d'Ivoire,CIV,AFR,5,2021,Surveillance,1,,R,255,87,,,,,,,,,,,,,1307,255,,,,87,,,,255,,,,,,,
Côte d'Ivoire,CIV,AFR,6,2020,Surveillance,1,,R,270,81,,,,,,,,,,,,,945,270,,,,266,,,,85,,,,,,,
Côte d'Ivoire,CIV,AFR,7,2019,Surveillance,1,,R,,,,,,,,,,,,,,,1046,325,,,,,,,,,,,,,,,
Côte d'Ivoire,CIV,AFR,8,2018,Surveillance,1,,R,150,150,,,,,,,,,,,,,1135,312,,,,150,,,,150,,,,,,,
Côte d'Ivoire,CIV,AFR,9,2017,Surveillance,1,,R,139,134,,,,,,,,,,,,,1294,316,,,,134,,,,139,,,,,,,
Côte d'Ivoire,CIV,AFR,10,2017,Survey,1,,A,,,,,,,,,,103,,22.0,13.7,30.3,,,,,,,,,,,,,,,,,
Cameroon,CMR,AFR,1,2023,Surveillance,1,,R,27,14,,,,,,,,,,,,,1888,84,,,,16,,,,20,,,,,,,
Cameroon,CMR,AFR,2,2022,Surveillance,1,,R,10,9,,,,,,,,,,,,,1730,86,,,,9,,,,10,,,,,,,
Cameroon,CMR,AFR,3,2021,Surveillance,1,,R,15,13,,,,,,,,,,,,,1447,81,,,,13,,,,15,,,,,,,
Cameroon,CMR,AFR,4,2020,Surveillance,1,,R,536,8,,,,,,,,,,,,,1330,171,,,,43,,,,9,,,,,,,
Cameroon,CMR,AFR,5,2019,Surveillance,1,,R,71,57,,,,,,,,,,,,,1244,114,,,,57,,,,71,,,,,,,
Cameroon,CMR,AFR,6,2018,Surveillance,1,,R,61,47,,,,,,,,,,,,,1061,70,,,,47,,,,56,,,,,,,
Democratic Republic of the Congo,COD,AFR,1,2024,Surveillance,1,,R,1062,654,,,,,,,,,,,,,7318,955,,,,665,,,,955,,,,,,,
Democratic Republic of the Congo,COD,AFR,2,2022,Surveillance,1,,R,337,201,,,,,,,,,,,,,3942,718,,,,201,,,,337,,,,,,,
Democratic Republic of the Congo,COD,AFR,3,2021,Surveillance,1,,R,218,167,,,,,,,,,,,,,3016,583,,,,167,,,,218,,,,,,,
Democratic Republic of the Congo,COD,AFR,4,2020,Surveillance,1,,R,201,182,,,,,,,,,,,,,4068,560,,,,182,,,,201,,,,,,,
Democratic Republic of the Congo,COD,AFR,5,2019,Surveillance,1,,R,54,50,,,,,,,,,,,,,4792,509,,,,50,,,,54,,,,,,,
Democratic Republic of the Congo,COD,AFR,6,2017,Surveillance,1,,R,293,277,,,,,,,,,,,,,5854,559,,,,277,,,,293,,,,,,,
Democratic Republic of the Congo,COD,AFR,7,2017,Survey,1,,A,84,,15.8,9.0,26.3,,,,,,,,,,150,,17.3,11.9,24.4,,23.0,14.5,34.5,,16.0,9.1,26.5,,8.7,3.2,21.2
Congo,COG,AFR,1,2024,Surveillance,1,,A,35,35,,,,,,,,,,,,,160,35,,,,35,,,,35,,,,,,,
Congo,COG,AFR,2,2023,Surveillance,1,,R,118,60,,,,,,,,,,,,,118,70,,,,60,,,,70,,,,,,,
Congo,COG,AFR,3,2022,Surveillance,1,,R,0,0,,,,,,,,,,,,,165,0,,,,0,,,,0,,,,,,,
Congo,COG,AFR,4,2018,Surveillance,1,,R,0,0,,,,,,,,,,,,,333,40,,,,0,,,,0,,,,,,,
Congo,COG,AFR,5,2017,Surveillance,1,,R,,,,,,,,,,,,,,,258,55,,,,,,,,,,,,,,,
Cook Islands,COK,WPR,1,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cook Islands,COK,WPR,2,2015,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cook Islands,COK,WPR,3,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cook Islands,COK,WPR,4,2012,Surveillance,1,,A,1,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Colombia,COL,AMR,1,2012,Surveillance,1,,R,391,50,,,,4,,,,,1,,,,,,,,,,,,,,,,,22,,,
Colombia,COL,AMR,2,2011,Surveillance,1,,R,568,41,,,,8,,,,0,0,,,,,,,,,,,,,,,,,68,,,
Colombia,COL,AMR,3,2010,Surveillance,1,,R,495,78,,,,6,,,,,,,,,,,,,,,,,,,,,,48,,,
Colombia,COL,AMR,4,2009,Surveillance,1,,R,487,102,,,,15,,,,,,,,,,,,,,,,,,,,,,45,,,
Colombia,COL,AMR,5,2005,Survey,1,,A,264,,31.4,26.1,37.3,,,0.8,0.1,,,,,,,,,,,,,,,,,,,,6.4,3.8,10.1
Comoros,COM,AFR,1,2024,Surveillance,1,,A,0,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Comoros,COM,AFR,2,2023,Surveillance,1,,A,0,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Comoros,COM,AFR,3,2021,Surveillance,1,,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Cabo Verde,CPV,AFR,1,2022,Surveillance,1,,A,2,0,,,,,,,,,,,,,8,2,,,,0,,,,2,,,,,,,
Cabo Verde,CPV,AFR,2,2021,Surveillance,1,,R,11,0,,,,,,,,,,,,,11,1,,,,0,,,,1,,,,,,,
Cabo Verde,CPV,AFR,3,2020,Surveillance,1,,R,9,0,,,,,,,,,,,,,9,0,,,,0,,,,0,,,,,,,
Costa Rica,CRI,AMR,1,2023,Surveillance,1,,A,11,0,,,,,,,,,,,,,11,0,,,,1,,,,0,,,,,,,
Costa Rica,CRI,AMR,2,2019,Surveillance,1,,A,21,0,,,,,,,,,,,,,21,0,,,,0,,,,0,,,,,,,
Costa Rica,CRI,AMR,3,2017,Surveillance,1,,A,5,0,,,,,,,,,,,,,5,0,,,,5,,,,0,,,,,,,
Costa Rica,CRI,AMR,4,2012,Surveillance,1,,R,22,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Costa Rica,CRI,AMR,5,2006,Survey,1,,A,21,,4.76,0.12,23.82,,0.0,0.0,13.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.29
Cuba,CUB,AMR,1,2018,Surveillance,1,,R,55,11,,,,,,,,,,,,,67,21,,,,13,,,,17,,,,,,,
Cuba,CUB,AMR,2,2014,Surveillance,1,,R,48,2,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,3,2013,Surveillance,1,,R,59,2,,,,3,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,4,2012,Surveillance,1,,A,51,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,5,2011,Surveillance,1,,A,76,7,,,,6,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,6,2005,Surveillance,1,,A,19,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,7,2004,Surveillance,1,,A,14,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,8,2003,Surveillance,1,,A,29,4,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,9,2002,Surveillance,1,,A,24,1,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,10,2000,Surveillance,1,,A,38,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,11,1999,Surveillance,1,,A,17,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,12,1998,Surveillance,1,,A,43,3,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,13,1997,Surveillance,1,,A,25,6,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,14,1996,Surveillance,1,,A,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,15,1995,Surveillance,1,,A,12,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Curaçao,CUW,AMR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Curaçao,CUW,AMR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Curaçao,CUW,AMR,3,2014,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Curaçao,CUW,AMR,4,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Curaçao,CUW,AMR,5,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Curaçao,CUW,AMR,6,2011,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cayman Islands,CYM,AMR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Cayman Islands,CYM,AMR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cayman Islands,CYM,AMR,3,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cayman Islands,CYM,AMR,4,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cayman Islands,CYM,AMR,5,2011,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,1,2023,Surveillance,1,,A,3,0,,,,,,,,,,,,,3,0,,,,1,,,,0,,,,,,,
Cyprus,CYP,EUR,2,2022,Surveillance,1,,A,3,0,,,,,,,,,,,,,3,0,,,,1,,,,0,,,,,,,
Cyprus,CYP,EUR,3,2021,Surveillance,1,,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,4,2020,Surveillance,1,,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,5,2019,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,6,2018,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,7,2015,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,8,2014,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,9,2013,Surveillance,1,,A,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,10,2012,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,11,2011,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,12,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,13,2009,Surveillance,1,,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,14,2008,Surveillance,1,,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,15,2007,pre-2010 TME data collection,1,,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,16,2006,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,17,2005,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,EUR,18,2004,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,1,2020,Surveillance,1,,A,10,3,,,,,,,,,,,,,10,3,,,,3,,,,3,,,,,,,
Czechia,CZE,EUR,2,2015,Surveillance,1,,A,26,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,3,2014,Surveillance,1,,A,15,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,4,2013,Surveillance,1,,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
